----|-------------------------------------------------|------------------|------------|-------------|-------------------|---------------|----------------------------------------|----------------------
93  | ansessapsqj.anses.gov.ar                        | RedHat 7.4       |            | 10.8.15.46  | 00:50:56:b8:9a:14 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
210 | ansessapsrp.anses.gov.ar                        | RedHat 7.5       |            | 10.1.15.182 | 00:50:56:a9:09:b0 | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
94  | ansessaspoc.anses.gov.ar                        | RedHat 7.5       |            | 10.8.15.33  | 00:50:56:b8:c2:41 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
1   | ansessatellite.anses.gov.ar                     | RedHat 7.9       |            | 10.1.15.168 | 00:50:56:a9:6b:d7 | OK            |                                        |                      
54  | ansessegredes02.anses.gov.ar                    | RedHat 6.7       |            | 10.1.15.93  | 00:50:56:b5:16:06 | Error         | RedHat RHEL6 Server Official Repos New | PRODUCCION           
45  | ansessftp.anses.gov.ar                          | RedHat 6.2       |            | 10.7.1.103  | 00:50:56:ac:00:03 | Error         | RedHat RHEL6 Server Official Repos New | PRODUCCION           
206 | ansessftpbk.anses.gov.ar                        | RedHat 7.6       |            | 10.1.15.102 | 00:50:56:9b:21:7f | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
95  | ansessicasent01.anses.gov.ar                    | RedHat 7.8       |            | 10.8.15.27  | 00:50:56:b8:ce:13 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
55  | ansessicaucapr.anses.gov.ar                     | RedHat 6.9       |            | 10.1.15.156 | 00:50:56:a9:e2:77 | Error         | RedHat RHEL6 Server Official Repos New | PRODUCCION           
96  | ansessidubkend.anses.gov.ar                     | RedHat 7.8       |            | 10.8.15.84  | 00:50:56:9f:43:60 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
56  | ansessvn01.anses.gov.ar                         | RedHat 6.10      |            | 10.1.15.127 | 00:50:56:a9:06:f6 | Error         | RedHat RHEL6 Server Official Repos New | PRODUCCION           
97  | ansestableade.anses.gov.ar                      | RedHat 7.8       |            | 10.8.15.94  | 00:50:56:b8:5d:eb | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
207 | ansestableapr.anses.gov.ar                      | RedHat 7.8       |            | 10.1.15.166 | 00:50:56:9b:3a:55 | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
211 | ansestsassrv02.anses.gov.ar                     | RedHat 7.5       |            | 10.1.15.245 | 00:50:56:9b:39:7f | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
2   | ansesvirtwho.anses.gov.ar                       | RedHat 7.9       |            | 10.1.15.186 | 00:50:56:a9:75:c0 | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
212 | ansesvmaxse.anses.gov.ar                        | RedHat 7.6       |            | 10.1.15.228 | 00:50:56:9b:36:b0 | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
213 | ansesweb01.anses.gov.ar                         | RedHat 7.5       |            | 10.1.15.188 | 00:50:56:a9:28:36 | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
214 | ansesweb02.anses.gov.ar                         | RedHat 7.2       |            | 10.1.15.189 | 00:50:56:a9:79:49 | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
98  | anseswebbkanme.anses.gov.ar                     | RedHat 7.8       |            | 10.8.15.51  | 00:50:56:b8:8a:d1 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
40  | anseswebdesa01.anses.gov.ar                     | RedHat 7.9       |            | 10.8.15.90  | 00:50:56:b8:b3:17 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
32  | anseswebdesa02.anses.gov.ar                     | RedHat 8.2       |            | 10.8.15.68  | 00:50:56:b8:06:c3 | Error         | RedHat RHEL8 Server Official Repos     | DESARROLLO           
100 | anseswebfranme.anses.gov.ar                     | RedHat 7.5       |            | 10.8.15.50  | 00:50:56:b8:14:c4 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
102 | anseswebqa1.anses.gov.ar                        | RedHat 7.8       |            | 10.8.15.86  | 00:50:56:a9:6a:90 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
101 | anseswebqa1c.anses.gov.ar                       | RedHat 7.8       |            | 10.8.15.134 | 00:50:56:9f:10:87 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
103 | anseswebqa2.anses.gov.ar                        | RedHat 7.8       |            | 10.8.15.87  | 00:50:56:a9:43:d5 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
99  | anseswebqa.anses.gov.ar                         | RedHat 7.5       |            | 10.8.15.66  | 00:50:56:a6:70:e6 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
215 | anseswebws02.anses.gov.ar                       | RedHat 7.5       |            | 10.1.15.195 | 00:50:56:9b:10:0b | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
216 | anseswebws03.anses.gov.ar                       | RedHat 7.6       |            | 10.1.15.233 | 00:50:56:9b:ca:fd | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
217 | anseswwwelastic.anses.gov.ar                    | RedHat 7.5       |            | 10.1.15.34  | 00:50:56:9b:0d:56 | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
218 | anseswwwelk01.anses.gov.ar                      | RedHat 7.5       |            | 10.1.15.92  | 00:50:56:9b:08:4c | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
20  | db2concnatdesa.anses.gov.ar                     | RedHat 6.2       |            | 10.8.15.82  | 00:50:56:9f:59:a1 | Error         | RedHat RHEL6 Server Official Repos New | DESARROLLO           
58  | db2connectnat03.anses.gov.ar                    | RedHat 6.5       |            | 10.2.15.8   | 00:50:56:b5:65:06 | Error         | RedHat RHEL6 Server Official Repos New | PRODUCCION           
104 | labsitaci.anses.gov.ar                          | RedHat 7.8       |            | 10.8.15.38  | 00:50:56:b8:91:67 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
106 | mariadbtest.anses.gov.ar                        | RedHat 7.5       |            | 10.8.15.107 | 00:50:56:9f:38:8b | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
23  | oiss32arg.anses.gov.ar                          | RedHat 6.8       |            | 10.7.1.159  | 00:50:56:a9:37:58 | Error         | RedHat RHEL6 Server Official Repos New | PRODUCCION           
35  | oiss64gestion.anses.gov.ar                      | RedHat 7.5       |            | 10.7.1.160  | 00:50:56:a9:08:37 | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
105 | orocrmdesa01.anses.gov.ar                       | RedHat 7.8       |            | 10.8.15.161 | 00:50:56:b8:e3:e6 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
107 | orocrmdesadb01.anses.gov.ar                     | RedHat 7.8       |            | 10.8.15.162 | 00:50:56:b8:e8:ea | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
219 | orocrmprod01.anses.gov.ar                       | RedHat 7.5       |            | 10.1.15.69  | 00:50:56:9b:f2:c0 | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
220 | orocrmproddb01.anses.gov.ar                     | RedHat 7.5       |            | 10.1.15.70  | 00:50:56:9b:b6:cc | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
108 | orocrmtest01.anses.gov.ar                       | RedHat 7.8       |            | 10.8.15.159 | 00:50:56:b8:ec:e4 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
109 | orocrmtestdb01.anses.gov.ar                     | RedHat 7.8       |            | 10.8.15.160 | 00:50:56:b8:73:78 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
110 | siacidesa.anses.gov.ar                          | RedHat 7.6       |            | 10.8.15.77  | 00:50:56:bd:39:fa | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
63  | sicajustpres1.anses.gov.ar                      | RedHat 6.5       |            | 10.7.1.134  | 00:50:56:b5:20:e2 | Error         | RedHat RHEL6 Server Official Repos New | PRODUCCION           
59  | sicasenthomobak.anses.gov.ar                    | RedHat 6.10      |            | 10.1.15.143 | 00:50:56:b5:29:56 | Error         | RedHat RHEL6 Server Official Repos New | PRODUCCION           
62  | sicasenthomofro.anses.gov.ar                    | RedHat 6.5       |            | 10.1.15.142 | 00:50:56:b5:66:9c | Error         | RedHat RHEL6 Server Official Repos New | PRODUCCION           
60  | sicaucaback.anses.gov.ar                        | RedHat 6.9       |            | 10.1.15.147 | 00:50:56:a9:87:8c | Error         | RedHat RHEL6 Server Official Repos New | PRODUCCION           
61  | siduamq.anses.gov.ar                            | RedHat 6.4       |            | 10.1.15.126 | 00:50:56:b5:3a:96 | Error         | RedHat RHEL6 Server Official Repos New | PRODUCCION           
111 | siduamqdesac.anses.gov.ar                       | RedHat 6.7       |            | 10.8.15.135 | 00:50:56:9f:6d:40 | OK            | RedHat RHEL7 Server Official Repos New | DESARROLLO           
112 | siduqafront02.anses.gov.ar                      | RedHat 6.5       |            | 10.8.15.14  | 00:50:56:a6:59:bc | OK            | RedHat RHEL7 Server Official Repos New | DESARROLLO           
113 | sieeldruidqa.anses.gov.ar                       | RedHat 7.8       |            | 10.8.15.116 | 00:50:56:b8:5d:fe | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
114 | sieelelk.anses.gov.ar                           | RedHat 7.8       |            | 10.8.15.108 | 00:50:56:b8:81:ad | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
115 | sieeljb01.anses.gov.ar                          | RedHat 7.8       |            | 10.8.15.104 | 00:50:56:b8:fb:cc | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
116 | sieelml01.anses.gov.ar                          | RedHat 7.8       |            | 10.8.15.103 | 00:50:56:b8:2d:23 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
117 | sieelmongodb.anses.gov.ar                       | RedHat 7.8       |            | 10.8.15.109 | 00:50:56:b8:2e:09 | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
118 | sigedoc02.anses.gov.ar                          | RedHat 7.5       |            | 10.8.15.57  | 00:50:56:9f:5d:8e | Error         | RedHat RHEL7 Server Official Repos New | DESARROLLO           
19  | sigedocv.anses.gov.ar                           | RedHat 6.1       |            | 10.1.15.38  | 00:50:56:bf:00:0b | Error         | RedHat RHEL6 Server Official Repos New | PRODUCCION           
221 | storagemon01.anses.gov.ar                       | RedHat 7.6       |            | 10.1.15.165 | 00:50:56:9b:24:28 | Error         | RedHat RHEL7 Server Official Repos New | PRODUCCION           
----|-------------------------------------------------|------------------|------------|-------------|-------------------|---------------|----------------------------------------|----------------------
